prompt_postfix,prompt_prefix,prompt_placement,prompt_length,device,latency_visual_width,latency_visual_length,latency_batch_size,timed_iters,warmup_iters,throughput_videos_per_s,latency_median_ms,latency_std_ms,latency_mean_ms,sweep_type,attn_window,prompt_template,fusion_auc,fusion_ap,alpha,experiment,ablation_type,variant,seed,checkpoint,branch1_auc,branch1_ap,branch2_auc,branch2_ap,mAP@0.1,mAP@0.2,mAP@0.3,mAP@0.4,mAP@0.5,average_mAP,seed_count,seeds,branch1_auc_mean,branch1_auc_std,branch1_auc_variance,branch1_auc_ci95_low,branch1_auc_ci95_high,branch1_auc_ci95_half_width,branch1_ap_mean,branch1_ap_std,branch1_ap_variance,branch1_ap_ci95_low,branch1_ap_ci95_high,branch1_ap_ci95_half_width,branch2_auc_mean,branch2_auc_std,branch2_auc_variance,branch2_auc_ci95_low,branch2_auc_ci95_high,branch2_auc_ci95_half_width,branch2_ap_mean,branch2_ap_std,branch2_ap_variance,branch2_ap_ci95_low,branch2_ap_ci95_high,branch2_ap_ci95_half_width,mAP@0.1_mean,mAP@0.1_std,mAP@0.1_variance,mAP@0.1_ci95_low,mAP@0.1_ci95_high,mAP@0.1_ci95_half_width,mAP@0.2_mean,mAP@0.2_std,mAP@0.2_variance,mAP@0.2_ci95_low,mAP@0.2_ci95_high,mAP@0.2_ci95_half_width,mAP@0.3_mean,mAP@0.3_std,mAP@0.3_variance,mAP@0.3_ci95_low,mAP@0.3_ci95_high,mAP@0.3_ci95_half_width,mAP@0.4_mean,mAP@0.4_std,mAP@0.4_variance,mAP@0.4_ci95_low,mAP@0.4_ci95_high,mAP@0.4_ci95_half_width,mAP@0.5_mean,mAP@0.5_std,mAP@0.5_variance,mAP@0.5_ci95_low,mAP@0.5_ci95_high,mAP@0.5_ci95_half_width,average_mAP_mean,average_mAP_std,average_mAP_variance,average_mAP_ci95_low,average_mAP_ci95_high,average_mAP_ci95_half_width
,,,,,,,,,,,,,,,,,,,,xd_ablation,adapter_eval,global_tf,,experiment\results\checkpoints\xd_adapter_global_tf.pth,0.9198816046055935,0.7546441051877705,0.9215581748682348,0.7687595320707696,27.862496209603872,21.013328509992448,16.106805122590444,11.574366034697729,8.571731192405181,17.025745413857937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,xd_ablation,adapter_eval,local_tf,,experiment\results\checkpoints\xd_adapter_local_tf.pth,0.9274247918720759,0.7740117488344124,0.9307538419626699,0.7821145643349029,32.79942708972995,25.55562250868979,20.51390283505972,15.075664078097905,10.940996414806351,20.977122585276742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,xd_ablation,adapter_eval,only_gcn,,experiment\results\checkpoints\xd_adapter_only_gcn.pth,0.9339585635444032,0.7786518907648938,0.9338469190287374,0.7890393945755789,35.65256826731664,30.571688458486427,24.306967759117846,18.957283779321273,13.385024528403811,24.574706558529197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,xd_ablation,adapter_eval,local_global_tf,,experiment\results\checkpoints\xd_adapter_local_global_tf.pth,0.9313097191064141,0.7751406131888691,0.9266120795485849,0.7496000318904037,30.062549256945374,23.017674712696166,17.80621920247206,12.722426491895797,9.167856706674407,18.555345274136762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,xd_ablation,adapter_eval,global_tf_gcn,,experiment\results\checkpoints\xd_adapter_global_tf_gcn.pth,0.9436312514080685,0.8189975192730946,0.9425822617242937,0.8041005735264557,33.12682833692831,26.66200811407834,20.323032680717006,14.96041986279286,10.652114024457513,21.14488060379481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,xd_ablation,adapter_eval,lgt_adapter,,experiment\results\checkpoints\xd_adapter_lgt_adapter.pth,0.9460087008412861,0.8351568627676758,0.9423424179539724,0.8318828144393204,35.48729374434688,29.203429781104656,22.015347109728015,16.9104789913952,11.941908158599993,23.11169155703495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,xd_baseline,,,,,0.9390886368875115,0.8030852904160202,0.9468126586913237,0.8450451936038323,37.011058221323545,30.820694031528657,23.382931312738712,17.92128132673955,14.34077216733271,24.695347411932637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,none,0,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,no_prompt,,experiment\results\checkpoints\xd_prompt_no_prompt.pth,0.9378827505558767,0.7908790716418399,0.9444783719006211,0.8234961143953476,33.69608144494776,27.93706213511196,19.915792170030013,14.867332834744904,10.702489200794137,21.423751557125755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,middle,4,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_4,,experiment\results\checkpoints\xd_prompt_middle_4.pth,0.9356365431875381,0.7839953793324693,0.9380996320908743,0.8019010159471771,34.17445690243337,27.010974847394948,20.745937561491974,16.575318630192832,11.98883537175783,22.09910466265419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,end,4,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_4,,experiment\results\checkpoints\xd_prompt_end_4.pth,0.9381712117250269,0.7975682446736507,0.9413976088678568,0.8177548445742622,33.43625960839853,27.830225238981022,21.32466521242227,15.95685081710077,11.914272749494028,22.092454725279325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,middle,6,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_6,,experiment\results\checkpoints\xd_prompt_middle_6.pth,0.9368226185857852,0.7941049156225854,0.9403720095727195,0.818897313180471,32.65334273229246,26.827486071059653,20.481778922416733,15.459686699198624,10.719539884257195,21.228366861844933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,end,6,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_6,,experiment\results\checkpoints\xd_prompt_end_6.pth,0.9376348522005827,0.7958872222359826,0.939321264350059,0.8145380709451092,33.81614546175328,27.902287789701642,21.795669581761835,15.879366207788554,11.232670131128186,22.1252278344267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,middle,8,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_8,,experiment\results\checkpoints\xd_prompt_middle_8.pth,0.9373001584847921,0.7922721573407975,0.9419069117517267,0.80189856924832,33.557879541766724,27.00315701050537,20.984802333098926,15.915238567520657,11.433304102378058,21.778876311053946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,end,8,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_8,,experiment\results\checkpoints\xd_prompt_end_8.pth,0.9452687536158961,0.8273151666005192,0.9410439923795079,0.8047186116074385,35.66834922612859,28.542133578911873,22.114055023462107,16.638095835202844,12.31577580569402,23.055681893879886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,middle,10,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_10,,experiment\results\checkpoints\xd_prompt_middle_10.pth,0.9330483702145727,0.7708596338072569,0.9467286837255755,0.8425090821434985,32.484851698716945,25.867297703723896,20.13733533840845,14.510447550330735,10.312378088532949,20.662462075942596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,end,10,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_10,,experiment\results\checkpoints\xd_prompt_end_10.pth,0.9348638772434186,0.7857515944665081,0.937798374107763,0.8077037345198026,32.493566950301286,26.437765042470758,20.099993573177606,14.728100017651299,10.556122398048203,20.86310959632983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,middle,12,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_12,,experiment\results\checkpoints\xd_prompt_middle_12.pth,0.9363623624980391,0.790621419924022,0.939365600887501,0.812414983939123,34.3554001443788,27.847460941786963,20.864684398612425,15.204733551128808,11.818945425493736,22.018244892280144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,12,end,12,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_12,,experiment\results\checkpoints\xd_prompt_end_12.pth,0.9385379824893677,0.7989779503734599,0.9442843434043118,0.8316138140594443,33.27503055209749,27.133127137047303,20.763020960941407,15.527875351633044,11.597245598022928,21.659259919948433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,middle,14,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_14,,experiment\results\checkpoints\xd_prompt_middle_14.pth,0.9386982490065916,0.8008221701840486,0.9424397212783866,0.8193131228648272,36.729064970085936,29.890733345003305,23.559646680496446,18.31689301426614,13.230674534998421,24.34540250897005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,14,end,14,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_14,,experiment\results\checkpoints\xd_prompt_end_14.pth,0.9372022504281355,0.7926729920740169,0.9469138782082984,0.8429534381588887,33.61378538524615,27.851612917734197,21.376702434969747,16.33601886274111,12.72811053470892,22.381246027080024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,middle,16,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_16,,experiment\results\checkpoints\xd_prompt_middle_16.pth,0.9376737907404082,0.7946367241075343,0.9417235037995978,0.8159399572400186,34.91421378357193,28.489367955959594,21.754268257721126,16.518155130642782,12.870826438810631,22.909366313341213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16,end,16,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_16,,experiment\results\checkpoints\xd_prompt_end_16.pth,0.9387591950596451,0.8006641144636586,0.9428216892586374,0.8330001724769119,34.45077049504343,28.41418302710078,22.029380098595002,16.574793808338786,12.763384914222584,22.846502468660113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,middle,18,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_18,,experiment\results\checkpoints\xd_prompt_middle_18.pth,0.9353470029396777,0.7847184668789876,0.9434332458138985,0.8328658758670727,33.90107371131531,28.097442652117838,21.11632341880644,16.545164679628456,11.960091585628938,22.324019209499397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,18,end,18,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_18,,experiment\results\checkpoints\xd_prompt_end_18.pth,0.9403420717482012,0.8088502760983685,0.9435772663149952,0.820901146998404,35.23070999588595,28.25226751907523,21.997069129691,16.812721563485304,11.98183847329671,22.85492133628684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,middle,20,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_20,,experiment\results\checkpoints\xd_prompt_middle_20.pth,0.9348004273223859,0.7849202977824091,0.9469343512546164,0.8467526370052587,34.74410071811272,28.955418406924693,21.70438839346782,16.254383723456463,12.161735249016981,22.764005298195737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20,end,20,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_20,,experiment\results\checkpoints\xd_prompt_end_20.pth,0.9412735621787012,0.8120776033719106,0.9423088263504981,0.7983744417606976,34.31141874693974,27.364624328778543,21.69987913211222,17.10333085473023,12.82505810233121,22.66086223297839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,none,0,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,no_prompt,234,,0.9377813149926086,0.7901216575600027,0.9444776489736157,0.8234424838234814,33.75576433626491,27.927320089369985,19.74637487831085,14.801194066191156,10.658858847367162,21.377902443500812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,none,0,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,no_prompt,235,,0.9361386928002882,0.790748465512207,0.9392911085718105,0.810585697872277,35.801249663419455,27.38917634300565,21.098122486906064,16.59644388026983,12.120236173477492,22.6010457094157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,none,0,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,no_prompt,236,,0.9279811235083543,0.7431288047419051,0.9369851865006721,0.8020301001292445,32.31143536718579,26.20870850847777,19.943142675377242,14.826078138213342,10.303098162350373,20.718492570320905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,none,0,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,no_prompt,237,,0.9349658522631097,0.783978218790443,0.9409735259340188,0.808254253467167,34.30963724956389,27.216044948046562,21.459195891926612,15.479756151007281,10.990175124020444,21.890961872912957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,none,0,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,no_prompt,238,,0.9394710104220912,0.7963733310442904,0.9342337322147076,0.7671738011040601,33.8028368266416,27.192985697896255,21.212544122359304,16.042761781687616,11.894073275788077,22.02904034087457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,none,0,,,,,,,,,,,,,,,,,xd_ablation,prompt_train_summary,no_prompt,,,,,,,,,,,,,5,"234,235,236,237,238",0.9352675987972904,0.004413898964275851,,0.9297878979795495,0.9407472996150312,0.005479700817740865,0.7808700955297697,0.021549880309792647,,0.754116674640091,0.8076235164194484,0.026753420889678657,0.939192240438965,0.0038915352753541507,,0.9343610358275282,0.9440234450504018,0.0048312046114367905,0.802297267279246,0.021124826645955278,,0.7760715356113109,0.8285229989471811,0.02622573166793511,33.99618468861513,1.2540013645169255,,32.43938595846592,35.55298341876434,1.5567987301492099,27.186847117359246,0.621868690219554,,26.41481894047899,27.9588752942395,0.772028176880255,20.691876010976014,0.787319071410543,,19.71444698635421,21.669305035597816,0.9774290246218029,15.549246803473846,0.7790320144773267,,14.582105869499596,16.516387737448095,0.9671409339742499,11.193288316600709,0.7857544504648601,,10.217801714029095,12.168774919172323,0.9754866025716147,21.72348858740499,0.7108027952625685,,20.841051837045026,22.605925337764955,0.8824367503599633
2,2,middle,4,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_4,234,,0.9360025669414054,0.7856820768313741,0.9380973268368704,0.8013272929478931,34.12636135072138,26.840963319481563,20.732936493810687,16.482808691233934,12.092314623532499,22.055076895756013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,middle,4,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_4,235,,0.9376541967241003,0.8017006658013983,0.9372391569999539,0.8063561994023212,34.092158747673935,27.95501802994247,21.37568123189572,16.352392004574146,12.006654277693404,22.35638085835593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,middle,4,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_4,236,,0.9371549919124724,0.7964304465954463,0.9277390918826446,0.7165417356316095,36.74306347197189,29.125124424672045,23.373882793099746,17.876550063589537,14.16820930756578,24.257366012179798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,middle,4,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_4,237,,0.9358499668788496,0.7955751666444306,0.9406751675291809,0.8199259013811242,35.79314715014617,29.084108904961486,22.641720631865763,16.940690461735514,11.966127588305174,23.28515894740282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,middle,4,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_4,238,,0.9435980235694612,0.8130471275440498,0.9410626476215541,0.7953123184785795,33.35827259941354,27.563519761226363,21.915115207428972,16.82407430084103,12.699233988342835,22.472043171450547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,middle,4,,,,,,,,,,,,,,,,,xd_ablation,prompt_train_summary,middle_4,,,,,,,,,,,,,5,"234,235,236,237,238",0.9380519492052578,0.003192584145477965,,0.9340884679171101,0.9420154304934055,0.003963481288147763,0.7984870966833398,0.009987482223840712,,0.7860879876525034,0.8108862057141762,0.012399109030836438,0.9369626781740408,0.005409037319307445,,0.9302475479769764,0.9436778083711052,0.006715130197064359,0.7878926895683055,0.040906985782520125,,0.7371081008729081,0.8386772782637029,0.050784588695397356,34.822600663985384,1.3957694234534448,,33.089801858897566,36.5553994690732,1.7327988050878147,28.113746888056784,0.9889906116029011,,26.88594971666694,29.34154405944663,1.227797171389845,22.007867271620178,1.03700037483815,,20.72046766234288,23.295266880897476,1.2873996092772966,16.89530310439483,0.5989330623676558,,16.151748705395004,17.638857503394657,0.7435543989998259,12.586507957087939,0.9327131743782444,,11.428577250987905,13.744438663187973,1.157930706100034,22.88520517702902,0.891944412814058,,21.77788745910331,23.992522894954732,1.1073177179257099
0,4,end,4,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_4,234,,0.9390172269986863,0.8012133191448724,0.9413489979377279,0.8193554252175707,33.572196788111455,27.79303884977706,21.409699275789286,15.881757206115976,11.854355788935923,22.102209581745942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,end,4,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_4,235,,0.9356405716452196,0.7916863361380873,0.9405188249752513,0.8039059913426122,32.5495626202911,25.548694049743716,19.420581387927232,14.906204567485496,10.883498636180953,20.661708252325695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,end,4,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_4,236,,0.9331932759241175,0.7714405154187091,0.9279653383124769,0.7262975204967743,34.93618732953913,27.02556781905514,21.72227051320996,16.86841240297736,12.439275779145733,22.598342768785464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,end,4,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_4,237,,0.9347504609507713,0.7840329535487668,0.9311472762530641,0.7487524207394334,34.25914283877541,27.351095484312797,21.66885226632412,16.67196907403342,12.606628744159481,22.511537681521048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,end,4,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_4,238,,0.9358563527050374,0.774075149971735,0.9259338375445615,0.7141294893976532,33.54110044477282,27.05453570490531,21.686810430565302,16.200305415315185,11.576662923828856,22.011882983877495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,end,4,,,,,,,,,,,,,,,,,xd_ablation,prompt_train_summary,end_4,,,,,,,,,,,,,5,"234,235,236,237,238",0.9356915776447664,0.002134063505194865,,0.9330422126209692,0.9383409426685636,0.0026493650237972254,0.7844896548444341,0.012353377036716722,,0.7691533703490631,0.7998259393398052,0.015336284495371002,0.9333828550046164,0.007145219752337401,,0.924512315185578,0.9422533948236548,0.008870539819038434,0.7624881694388087,0.04686767689347088,,0.7043035917043926,0.8206727471732248,0.05818457773441612,33.771638004297984,0.8916597871133122,,32.66467363920109,34.878602369394876,1.1069643650968957,26.954586381558805,0.8443612216331047,,25.906341527270282,28.002831235847328,1.0482448542885225,21.18164277476318,0.9922440194552173,,19.949806611585558,22.413478937940802,1.2318361631776207,16.105729733185488,0.7746419691710087,,15.144038886548907,17.06742057982207,0.9616908466365809,11.87208437445019,0.6939292865222303,,11.010595493624834,12.733573255275545,0.8614888808253559,21.97713625365113,0.7776059284573252,,21.011765755473714,22.942506751828542,0.9653704981774142
3,3,middle,6,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_6,234,,0.936407121507949,0.7911082041473969,0.9407250073630682,0.8192376381803219,33.08422374457859,27.349636197896725,20.592611176483626,15.636926384853641,11.19889613464061,21.572458727690638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,middle,6,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_6,235,,0.9353811638468211,0.7848938769654219,0.9416861664040537,0.8245425218885752,35.504056849618024,28.43061457345291,21.656366162425993,16.135586809262524,11.877132827300033,22.720751444411896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,middle,6,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_6,236,,0.9338763958588487,0.7796932733627309,0.9327637435167372,0.7645271158807009,34.78019802724199,27.630544344625672,21.716555079219,15.74664063009841,12.049846169144189,22.384756850065852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,middle,6,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_6,237,,0.933906650964818,0.7824462823465801,0.946556359103366,0.8425367941322398,37.22142047813558,28.840507835788436,21.90261260092871,16.4633304048824,12.149687878489067,23.315511839644834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,middle,6,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,middle_6,238,,0.9405348131805028,0.7977941055475096,0.9407664398439061,0.800380417985517,35.097531365486425,28.26985353532625,22.659429002170764,17.519438920602962,13.048149804421483,23.31888052560158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,middle,6,,,,,,,,,,,,,,,,,xd_ablation,prompt_train_summary,middle_6,,,,,,,,,,,,,5,"234,235,236,237,238",0.936021229071788,0.0027387400411843297,,0.9326211793278493,0.9394212788157267,0.0034000497439387054,0.7871871484739279,0.007276250510850806,,0.7781539385619883,0.7962203583858675,0.0090332099119396,0.9404995432462262,0.004951205867326444,,0.9343527947457327,0.9466462917467197,0.00614674850049343,0.810244897613471,0.029645748213230926,,0.773440740553833,0.8470490546731089,0.03680415705963786,35.13748609301212,1.485117340043095,,33.29376498191723,36.981207204107015,1.843721111094897,28.104231297418,0.6061874716180987,,27.3516708036653,28.8567917911707,0.7525604937526995,21.705514804245617,0.7399141503935625,,20.786937327102383,22.62409228138885,0.9185774771432332,16.300384629939987,0.75607742182746,,15.361741017977959,17.239028241902016,0.9386436119620277,12.064742562799076,0.6632146828301112,,11.241384785637509,12.888100339960642,0.8233577771615673,22.66247187748296,0.7290377762160517,,21.75739703756748,23.567546717398443,0.9050748399154827
0,6,end,6,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_6,234,,0.9366091183233085,0.7936991323513753,0.9394975433135735,0.8159228265685274,34.29815903840979,28.27754368394986,21.654519440177637,16.28182309981481,11.525998931286068,22.407608838727633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,end,6,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_6,235,,0.9357461656124041,0.7921349048011472,0.9365600820429694,0.8050881637310511,32.87230528456873,26.68387028768712,20.477011575806266,15.717991321129674,11.57346358059573,21.464928409957505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,end,6,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_6,236,,0.9208612738321701,0.7128880762656253,0.9417172572246213,0.8263964340772699,33.52485660375845,26.472180501293902,21.513725745512545,15.846949796690133,11.456506879925207,21.762843905436046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,end,6,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_6,237,,0.936578711169712,0.7956805185035015,0.9360228953542215,0.7925377555319879,34.95597455032558,27.98830230898756,21.646880233249817,16.287353272644147,12.445834906481902,22.6648690543378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,end,6,,,,,,,,,,,,,,,,,xd_ablation,prompt_train,end_6,238,,0.9382793124213463,0.7851689140499657,0.9288747521556413,0.7391473722862761,32.85231794005967,27.022933908503976,20.922944069187817,15.513038671282303,11.286987382610425,21.51964439432884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,end,6,,,,,,,,,,,,,,,,,xd_ablation,prompt_train_summary,end_6,,,,,,,,,,,,,5,"234,235,236,237,238",0.9336149162717882,0.007188594034854873,,0.9246905288016586,0.9425393037419177,0.008924387470129585,0.775914309194323,0.035454422979504775,,0.7318988860580582,0.8199297323305879,0.04401542313626487,0.9365345060182054,0.004862476964494487,,0.9304979113398408,0.94257110069657,0.006036594678364586,0.7958185104390225,0.034086290006040826,,0.7535015764240868,0.8381354444539583,0.0423169340149357,33.700722683424445,0.9178211046937143,,32.56127995973829,34.8401654071106,1.1394427236861542,27.288966138084483,0.8016248430428148,,26.29377699952572,28.284155276643247,0.995189138558764,21.243016212786817,0.5231954666446246,,20.593487383600937,21.892545041972696,0.6495288291858803,15.929431232312213,0.3453914458196492,,15.500639861368557,16.35822260325587,0.4287913709436574,11.657758336179867,0.4537356267451871,,11.094461463044105,12.22105520931563,0.5632968731357622,21.963978920557565,0.5419857843069034,,21.291122570761686,22.636835270353444,0.6728563497958796
