experiment,ablation_type,variant,latency_mean_ms,latency_std_ms,latency_median_ms,throughput_videos_per_s,warmup_iters,timed_iters,latency_batch_size,latency_visual_length,latency_visual_width,device
xd_ablation,adapter_latency,baseline,5.4327135753631595,0.23958923349873826,5.402304172515869,184.07007587053826,10,100,1,256,512,cuda
xd_ablation,adapter_latency,global_tf,5.682402582168579,0.04538631842712636,5.674368143081665,175.9818994764657,10,100,1,256,512,cuda
xd_ablation,adapter_latency,local_tf,5.69484929561615,0.04130968694443554,5.687904119491577,175.59727186631474,10,100,1,256,512,cuda
xd_ablation,adapter_latency,only_gcn,6.64086428642273,0.3333882185747718,6.606352090835571,150.58280923531348,10,100,1,256,512,cuda
xd_ablation,adapter_latency,local_global_tf,6.133536310195923,0.3587553954646443,6.101632118225098,163.0380826698093,10,100,1,256,512,cuda
xd_ablation,adapter_latency,global_tf_gcn,6.888664345741272,0.05715237323020692,6.877439975738525,145.1660220051544,10,100,1,256,512,cuda
xd_ablation,adapter_latency,lgt_adapter,6.934489607810974,0.02555296635400368,6.934352159500122,144.20671982457154,10,100,1,256,512,cuda
