experiment,ablation_type,variant,seed,prompt_length,prompt_placement,prompt_prefix,prompt_postfix,checkpoint,branch1_auc,branch1_ap,branch2_auc,branch2_ap,mAP@0.1,mAP@0.2,mAP@0.3,mAP@0.4,mAP@0.5,average_mAP,seed_count,seeds,branch1_auc_mean,branch1_auc_std,branch1_auc_ci95_low,branch1_auc_ci95_high,branch1_auc_ci95_half_width,branch1_ap_mean,branch1_ap_std,branch1_ap_ci95_low,branch1_ap_ci95_high,branch1_ap_ci95_half_width,branch2_auc_mean,branch2_auc_std,branch2_auc_ci95_low,branch2_auc_ci95_high,branch2_auc_ci95_half_width,branch2_ap_mean,branch2_ap_std,branch2_ap_ci95_low,branch2_ap_ci95_high,branch2_ap_ci95_half_width,mAP@0.1_mean,mAP@0.1_std,mAP@0.1_ci95_low,mAP@0.1_ci95_high,mAP@0.1_ci95_half_width,mAP@0.2_mean,mAP@0.2_std,mAP@0.2_ci95_low,mAP@0.2_ci95_high,mAP@0.2_ci95_half_width,mAP@0.3_mean,mAP@0.3_std,mAP@0.3_ci95_low,mAP@0.3_ci95_high,mAP@0.3_ci95_half_width,mAP@0.4_mean,mAP@0.4_std,mAP@0.4_ci95_low,mAP@0.4_ci95_high,mAP@0.4_ci95_half_width,mAP@0.5_mean,mAP@0.5_std,mAP@0.5_ci95_low,mAP@0.5_ci95_high,mAP@0.5_ci95_half_width,average_mAP_mean,average_mAP_std,average_mAP_ci95_low,average_mAP_ci95_high,average_mAP_ci95_half_width
xd_ablation,prompt_train_summary,end_14,,14,end,14,0,,,,,,,,,,,,1,234,0.9408899105616554,0.0,0.9408899105616554,0.9408899105616554,0.0,0.8176850163736132,0.0,0.8176850163736132,0.8176850163736132,0.0,0.9453825347847001,0.0,0.9453825347847001,0.9453825347847001,0.0,0.833030953677264,0.0,0.833030953677264,0.833030953677264,0.0,32.95966836363227,0.0,32.95966836363227,32.95966836363227,0.0,26.566463811963388,0.0,26.566463811963388,26.566463811963388,0.0,20.526952447465185,0.0,20.526952447465185,20.526952447465185,0.0,14.42646808783253,0.0,14.42646808783253,14.42646808783253,0.0,11.151864710560417,0.0,11.151864710560417,11.151864710560417,0.0,21.12628348429076,0.0,21.12628348429076,21.12628348429076,0.0
xd_ablation,prompt_train,middle_16,234,16,middle,8,8,,0.9374873922501294,0.8008250432691817,0.945036412600662,0.8345401158169203,34.33486051231238,28.03165336821011,21.197353625361934,16.361826555151417,12.13237438697973,22.411613689603115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xd_ablation,prompt_train_summary,middle_16,,16,middle,8,8,,,,,,,,,,,,1,234,0.9374873922501294,0.0,0.9374873922501294,0.9374873922501294,0.0,0.8008250432691817,0.0,0.8008250432691817,0.8008250432691817,0.0,0.945036412600662,0.0,0.945036412600662,0.945036412600662,0.0,0.8345401158169203,0.0,0.8345401158169203,0.8345401158169203,0.0,34.33486051231238,0.0,34.33486051231238,34.33486051231238,0.0,28.03165336821011,0.0,28.03165336821011,28.03165336821011,0.0,21.197353625361934,0.0,21.197353625361934,21.197353625361934,0.0,16.361826555151417,0.0,16.361826555151417,16.361826555151417,0.0,12.13237438697973,0.0,12.13237438697973,12.13237438697973,0.0,22.411613689603115,0.0,22.411613689603115,22.411613689603115,0.0
xd_ablation,prompt_train,end_16,234,16,end,16,0,,0.941614193298772,0.820886888330464,0.9462197303339663,0.8395411028971269,34.62850824811045,28.181693393020936,20.899097400261997,15.23504148711727,11.892172685675858,22.167302642837303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xd_ablation,prompt_train_summary,end_16,,16,end,16,0,,,,,,,,,,,,1,234,0.941614193298772,0.0,0.941614193298772,0.941614193298772,0.0,0.820886888330464,0.0,0.820886888330464,0.820886888330464,0.0,0.9462197303339663,0.0,0.9462197303339663,0.9462197303339663,0.0,0.8395411028971269,0.0,0.8395411028971269,0.8395411028971269,0.0,34.62850824811045,0.0,34.62850824811045,34.62850824811045,0.0,28.181693393020936,0.0,28.181693393020936,28.181693393020936,0.0,20.899097400261997,0.0,20.899097400261997,20.899097400261997,0.0,15.23504148711727,0.0,15.23504148711727,15.23504148711727,0.0,11.892172685675858,0.0,11.892172685675858,11.892172685675858,0.0,22.167302642837303,0.0,22.167302642837303,22.167302642837303,0.0
xd_ablation,prompt_train,middle_18,234,18,middle,9,9,,0.9436238497139819,0.829194515745999,0.9434840506949218,0.8188741397207182,35.00322524492961,28.72094828434455,22.47573283931763,16.226488730257525,12.322068677538201,22.949692755277503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xd_ablation,prompt_train_summary,middle_18,,18,middle,9,9,,,,,,,,,,,,1,234,0.9436238497139819,0.0,0.9436238497139819,0.9436238497139819,0.0,0.829194515745999,0.0,0.829194515745999,0.829194515745999,0.0,0.9434840506949218,0.0,0.9434840506949218,0.9434840506949218,0.0,0.8188741397207182,0.0,0.8188741397207182,0.8188741397207182,0.0,35.00322524492961,0.0,35.00322524492961,35.00322524492961,0.0,28.72094828434455,0.0,28.72094828434455,28.72094828434455,0.0,22.47573283931763,0.0,22.47573283931763,22.47573283931763,0.0,16.226488730257525,0.0,16.226488730257525,16.226488730257525,0.0,12.322068677538201,0.0,12.322068677538201,12.322068677538201,0.0,22.949692755277503,0.0,22.949692755277503,22.949692755277503,0.0
xd_ablation,prompt_train,end_18,234,18,end,18,0,,0.9411362465434029,0.8158972784381936,0.9431747221209517,0.8152460781688472,36.344314703862665,28.569756198588504,20.805640812694893,15.291385208617623,11.75875837990772,22.55397106073428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xd_ablation,prompt_train_summary,end_18,,18,end,18,0,,,,,,,,,,,,1,234,0.9411362465434029,0.0,0.9411362465434029,0.9411362465434029,0.0,0.8158972784381936,0.0,0.8158972784381936,0.8158972784381936,0.0,0.9431747221209517,0.0,0.9431747221209517,0.9431747221209517,0.0,0.8152460781688472,0.0,0.8152460781688472,0.8152460781688472,0.0,36.344314703862665,0.0,36.344314703862665,36.344314703862665,0.0,28.569756198588504,0.0,28.569756198588504,28.569756198588504,0.0,20.805640812694893,0.0,20.805640812694893,20.805640812694893,0.0,15.291385208617623,0.0,15.291385208617623,15.291385208617623,0.0,11.75875837990772,0.0,11.75875837990772,11.75875837990772,0.0,22.55397106073428,0.0,22.55397106073428,22.55397106073428,0.0
xd_ablation,prompt_train,middle_20,234,20,middle,10,10,,0.9413846973588658,0.8220231349926479,0.9474211323055406,0.8444446778842614,34.608136282040434,27.808757108758947,21.739735311279247,15.939196216025401,11.586819820329309,22.336528947686666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xd_ablation,prompt_train_summary,middle_20,,20,middle,10,10,,,,,,,,,,,,1,234,0.9413846973588658,0.0,0.9413846973588658,0.9413846973588658,0.0,0.8220231349926479,0.0,0.8220231349926479,0.8220231349926479,0.0,0.9474211323055406,0.0,0.9474211323055406,0.9474211323055406,0.0,0.8444446778842614,0.0,0.8444446778842614,0.8444446778842614,0.0,34.608136282040434,0.0,34.608136282040434,34.608136282040434,0.0,27.808757108758947,0.0,27.808757108758947,27.808757108758947,0.0,21.739735311279247,0.0,21.739735311279247,21.739735311279247,0.0,15.939196216025401,0.0,15.939196216025401,15.939196216025401,0.0,11.586819820329309,0.0,11.586819820329309,11.586819820329309,0.0,22.336528947686666,0.0,22.336528947686666,22.336528947686666,0.0
xd_ablation,prompt_train,end_20,234,20,end,20,0,,0.9393183457969319,0.8096388557273249,0.9427989848507756,0.8176656881335347,33.42839414052169,27.1824462562546,20.97085481359295,15.206478886856889,11.389703660463002,21.635575551537826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
